ID_Vehiculo,Marca,Modelo,Año,Color,Combustible,Transmisión,Kilometraje,Precio_USD
VEH-0678,Honda,Civic,2010,Verde,Gasolina,Automática,59403,18864
VEH-0679,Toyota,Corolla,2011,Blanco,Diésel,Automática,195449,48540
VEH-0680,Ford,F-150,2016,Negro,Diésel,Automática,144601,62925
VEH-0681,Toyota,Yaris,2010,Negro,Diésel,Manual,32309,37332
VEH-0682,Mercedes-Benz,Clase A,2022,Gris Plata,Gasolina,Automática,176200,72850
VEH-0683,Volkswagen,Jetta,2017,Blanco,Gasolina,Manual,101110,53493
VEH-0684,Hyundai,Elantra,2016,Rojo,Gasolina,Automática,17465,64334
VEH-0685,Kia,Cerato,2022,Blanco,Eléctrico,Manual,195771,48296
VEH-0686,BMW,X5,2020,Verde,Eléctrico,Manual,97239,48126
VEH-0687,BMW,Series 5,2017,Gris Plata,Diésel,Manual,166043,92553
VEH-0688,Hyundai,Elantra,2018,Blanco,Gasolina,Automática,32440,29075
VEH-0689,Kia,Sorento,2021,Azul,Híbrido,Manual,131235,17471
VEH-0690,Kia,Sportage,2020,Blanco,Eléctrico,Automática,105474,37623
VEH-0691,BMW,Series 3,2010,Azul,Híbrido,Manual,188903,89832
VEH-0692,Kia,Rio,2018,Azul,Diésel,Manual,127862,45174
VEH-0693,Kia,Rio,2022,Azul,Eléctrico,Manual,11829,52932
VEH-0694,Ford,Mustang,2019,Azul,Híbrido,Automática,92168,53138
VEH-0695,Chevrolet,Captiva,2015,Azul,Gasolina,Automática,6095,27264
VEH-0696,BMW,X5,2023,Gris Plata,Gasolina,Manual,2313,40380
VEH-0697,Nissan,Frontier,2018,Azul,Diésel,Manual,106696,18294
VEH-0698,Kia,Rio,2019,Negro,Diésel,Automática,156455,33896
VEH-0699,Chevrolet,Captiva,2016,Rojo,Híbrido,Manual,197539,30750
VEH-0700,Toyota,Hilux,2023,Verde,Híbrido,Automática,2149,27497
